Date,Region,Product,Channel,Revenue,Units,Cost,Profit,Ad Spend,Complaints,Returns
2024-12-29,West,Headphones,Retail,64519,91,35862.89,28656.11,9027,21,9
2024-12-20,North,Tablet,Online,19143,27,12718.42,6424.58,1025,12,0
2024-09-15,North,Headphones,Online,4360,5,2377.64,1982.36,2335,16,4
2024-06-27,West,Tablet,Distributor,90684,99,55186.19,35497.81,1342,10,2
2024-08-30,North,Phone,Retail,89665,79,56378.16,33286.84,2852,25,4
2024-04-20,East,Camera,Online,4914,6,3845.96,1068.04,1102,20,7
2024-09-02,East,Laptop,Online,5628,6,2943.69,2684.31,3509,28,2
2024-02-25,West,Camera,Distributor,46846,59,28189.38,18656.62,4295,26,7
2024-02-26,East,Headphones,Online,10880,20,6365.08,4514.92,2354,19,2
2024-08-15,East,Phone,Online,21229,23,13321.1,7907.9,6757,12,0
2024-03-30,South,Phone,Retail,17112,12,10680.4,6431.6,6829,10,8
2024-01-12,West,Phone,Retail,49147,59,29464.96,19682.04,3454,13,7
2024-03-12,North,Phone,Retail,114453,81,73469.76,40983.24,1941,4,7
2024-06-09,North,Laptop,Online,65550,46,47490.84,18059.16,8153,17,7
2024-01-22,West,Camera,Online,39893,41,31398.97,8494.03,2163,5,1
2024-12-23,North,Headphones,Retail,99057,89,55549.46,43507.54,3952,7,5
2024-04-06,South,Phone,Online,112185,81,68564.4,43620.6,9679,9,9
2024-12-24,East,Laptop,Retail,42312,43,31535.55,10776.45,8247,18,4
2024-04-06,South,Laptop,Distributor,49776,68,25366.85,24409.15,5446,5,6
2024-12-15,East,Headphones,Distributor,88536,68,53148.02,35387.98,6421,23,1
2024-10-20,North,Phone,Distributor,4055,5,2111.22,1943.78,2061,10,4
2024-10-05,North,Tablet,Online,7847,7,4444.6,3402.4,5660,12,5
2024-05-06,South,Headphones,Online,72814,98,36549.28,36264.72,8896,22,5
2024-12-24,East,Phone,Retail,125190,90,64583.09,60606.91,9851,28,4
2024-03-02,West,Tablet,Online,84158,58,53414.41,30743.59,3403,3,7
2024-01-06,East,Headphones,Online,20070,15,11142.48,8927.52,3779,17,10
2024-04-24,South,Camera,Distributor,36234,61,22998.6,13235.4,9832,11,6
2024-09-27,North,Headphones,Retail,74490,78,45624.58,28865.42,6809,19,1
2024-09-09,South,Camera,Online,5124,4,3640.26,1483.74,1937,21,5
2024-07-04,North,Headphones,Distributor,105039,99,58481.66,46557.34,2206,15,9
2024-04-18,West,Tablet,Distributor,33792,64,22158.75,11633.25,5222,23,4
2024-01-23,West,Tablet,Distributor,121440,92,83653.23,37786.77,6815,26,2
2024-06-20,South,Tablet,Retail,3537,3,2296.36,1240.64,7261,27,5
2024-01-04,East,Headphones,Online,1960,2,1296.33,663.67,6248,13,2
2024-11-30,South,Headphones,Online,88275,75,65820.73,22454.27,7728,0,2
2024-11-19,West,Laptop,Online,68112,72,44528.89,23583.11,1327,23,1
2024-01-14,South,Headphones,Online,88464,76,46036.75,42427.25,5560,27,9
2024-01-02,North,Headphones,Online,9751,7,5449.75,4301.25,3227,15,6
2024-12-07,South,Camera,Online,65295,45,49180.37,16114.63,9583,14,7
2024-09-08,West,Laptop,Online,42732,36,28912.51,13819.49,3197,22,6
2024-09-16,South,Laptop,Online,61539,73,38649.0,22890.0,7573,9,6
2024-01-15,West,Headphones,Online,67650,82,53343.82,14306.18,6931,12,9
2024-12-17,North,Camera,Online,10740,20,6510.91,4229.09,2968,6,5
2024-07-24,South,Camera,Distributor,82450,85,60940.79,21509.21,9694,25,10
2024-11-08,South,Tablet,Online,7049,7,4279.29,2769.71,7953,14,4
2024-09-25,West,Headphones,Online,49538,47,26561.99,22976.01,3141,23,1
2024-09-07,West,Tablet,Distributor,85028,58,67521.86,17506.14,9177,14,9
2024-05-02,East,Camera,Distributor,102684,86,80456.71,22227.29,6028,6,8
2024-04-30,East,Headphones,Distributor,82800,75,53066.75,29733.25,3034,5,5
2024-03-15,North,Laptop,Distributor,14638,26,10379.93,4258.07,5164,13,10
2024-10-22,North,Phone,Retail,38682,63,26040.69,12641.31,7885,30,9
2024-10-21,South,Phone,Retail,37014,31,18924.2,18089.8,2250,7,8
2024-09-01,South,Laptop,Retail,74866,83,49344.99,25521.01,9447,25,7
2024-07-10,South,Phone,Retail,29326,43,18389.09,10936.91,3812,1,2
2024-11-02,East,Camera,Retail,32703,33,21297.97,11405.03,2863,5,8
2024-03-21,West,Camera,Distributor,53276,76,31279.13,21996.87,7035,3,7
2024-04-28,South,Phone,Online,54450,75,28575.97,25874.03,8538,16,6
2024-06-20,North,Phone,Distributor,65772,84,46415.17,19356.83,8198,11,10
2024-11-27,North,Tablet,Retail,74958,62,52324.43,22633.57,8905,24,9
2024-02-10,West,Tablet,Online,14360,10,7720.82,6639.18,5935,6,4
2024-11-24,East,Phone,Retail,32448,32,25228.25,7219.75,2253,2,5
2024-09-10,East,Laptop,Distributor,26999,19,21345.6,5653.4,3587,1,9
2024-05-19,North,Phone,Retail,92568,76,70017.78,22550.22,8384,20,5
2024-08-01,South,Camera,Retail,18304,26,12318.32,5985.68,7667,17,6
2024-08-23,North,Camera,Distributor,34112,41,17225.6,16886.4,5460,7,9
2024-11-25,East,Tablet,Online,10432,8,7459.47,2972.53,1256,9,2
2024-09-06,West,Tablet,Distributor,21425,25,12501.95,8923.05,3461,3,0
2024-02-24,North,Camera,Distributor,92578,82,57833.26,34744.74,2861,6,2
2024-11-17,South,Tablet,Retail,30030,42,19777.78,10252.22,9237,28,10
2024-02-09,North,Laptop,Retail,93012,92,47554.72,45457.28,4090,9,7
2024-07-08,West,Laptop,Distributor,16692,12,13241.83,3450.17,7750,9,10
2024-03-23,West,Phone,Retail,61490,43,36709.55,24780.45,7819,5,0
2024-04-01,North,Phone,Retail,68796,91,50765.53,18030.47,3779,4,10
2024-05-07,East,Laptop,Retail,13948,11,8835.32,5112.68,5834,7,4
2024-07-16,West,Laptop,Distributor,59532,44,46307.25,13224.75,8737,21,0
2024-12-04,North,Headphones,Online,46336,32,31100.91,15235.09,2261,1,7
2024-10-22,East,Laptop,Retail,21125,25,11408.31,9716.69,5255,20,1
2024-03-31,North,Phone,Online,43624,38,23208.33,20415.67,6537,12,1
2024-07-15,North,Camera,Retail,42504,56,29724.63,12779.37,2407,16,5
2024-05-18,North,Phone,Online,60987,87,38447.74,22539.26,6892,23,0
2024-03-12,East,Camera,Online,61318,43,38589.16,22728.84,6234,17,1
2024-08-12,North,Tablet,Distributor,64721,61,35669.73,29051.27,1975,22,5
2024-03-31,East,Camera,Online,12914,22,9612.3,3301.7,2902,20,10
2024-02-22,East,Phone,Distributor,107400,75,73277.01,34122.99,9253,3,4
2024-02-26,East,Laptop,Online,37380,28,24445.35,12934.65,6928,22,6
2024-10-22,South,Camera,Online,50875,37,28007.83,22867.17,6266,4,0
2024-03-02,South,Laptop,Online,46922,58,35989.59,10932.41,3492,1,9
2024-09-16,East,Tablet,Retail,81200,80,53108.61,28091.39,9529,12,6
2024-07-05,East,Camera,Online,93895,89,51084.76,42810.24,4057,30,9
2024-03-04,South,Headphones,Retail,71724,86,56290.94,15433.06,2667,29,6
2024-06-08,East,Camera,Online,28495,41,21051.22,7443.78,2862,17,10
2024-01-14,North,Laptop,Online,8232,8,4893.05,3338.95,3251,6,1
2024-07-02,West,Camera,Online,24676,31,13692.94,10983.06,5107,29,0
2024-03-05,South,Tablet,Retail,33695,23,20820.8,12874.2,2338,20,3
2024-03-21,North,Phone,Retail,46688,32,35039.81,11648.19,5147,5,3
2024-10-01,West,Headphones,Online,57130,58,35161.2,21968.8,6094,24,2
2024-11-12,South,Camera,Distributor,73920,64,52618.01,21301.99,7989,22,6
2024-08-28,East,Laptop,Distributor,125730,90,96649.54,29080.46,9179,15,2
2024-02-08,North,Headphones,Distributor,30008,44,22147.33,7860.67,1848,0,3
2024-04-21,North,Tablet,Online,3612,3,2535.49,1076.51,9078,30,2
2024-05-25,West,Phone,Retail,24732,36,15573.2,9158.8,5740,28,1
2024-08-11,South,Camera,Online,85932,63,54164.71,31767.29,4832,18,8
2024-06-12,South,Phone,Distributor,51425,85,38130.68,13294.32,3773,25,8
2024-10-22,South,Headphones,Distributor,37325,25,26171.74,11153.26,3726,24,7
2024-10-08,West,Camera,Online,87110,62,69264.62,17845.38,1650,8,2
2024-11-29,South,Tablet,Retail,115434,99,65716.06,49717.94,9537,19,9
2024-07-07,South,Laptop,Online,87048,93,61325.98,25722.02,4065,21,1
2024-11-29,South,Tablet,Online,48960,40,31347.8,17612.2,1934,11,0
2024-08-28,North,Headphones,Retail,24288,48,17413.63,6874.37,5874,18,4
2024-12-03,West,Phone,Retail,52274,59,34049.75,18224.25,7792,4,1
2024-05-01,North,Tablet,Distributor,26404,46,18040.96,8363.04,5214,17,4
2024-07-02,East,Phone,Online,52608,48,31556.55,21051.45,2651,6,3
2024-12-28,North,Tablet,Distributor,7731,9,4547.71,3183.29,7774,6,10
2024-12-18,East,Laptop,Distributor,131586,91,101981.69,29604.31,1424,19,6
2024-09-11,East,Tablet,Online,63945,87,50721.05,13223.95,8026,7,6
2024-07-01,North,Tablet,Distributor,3028,4,1572.94,1455.06,4888,15,2
2024-03-13,South,Tablet,Online,74844,54,53185.55,21658.45,9230,25,7
2024-01-21,South,Phone,Online,110290,82,73177.17,37112.83,3292,16,1
2024-08-13,North,Camera,Distributor,104328,84,70010.43,34317.57,4769,11,4
2024-12-11,West,Tablet,Online,9152,16,7055.71,2096.29,8229,23,5
2024-10-24,West,Phone,Retail,16016,28,8429.28,7586.72,4372,7,1
2024-01-09,West,Phone,Online,9352,7,5887.98,3464.02,6477,25,9
2024-05-12,North,Laptop,Online,41193,69,26892.0,14301.0,1306,7,6
2024-06-01,East,Laptop,Distributor,7195,5,3693.62,3501.38,2109,16,2
2024-06-04,North,Tablet,Online,41230,70,26153.09,15076.91,3207,16,4
2024-08-04,North,Headphones,Distributor,69651,71,45961.83,23689.17,4138,5,1
2024-05-24,West,Laptop,Online,54266,86,42804.67,11461.33,5589,6,10
2024-06-08,West,Tablet,Online,65937,93,39037.08,26899.92,3125,3,0
2024-07-29,East,Laptop,Online,2403,3,1809.55,593.45,1031,2,0
2024-11-18,East,Laptop,Online,11840,16,7114.28,4725.72,6471,30,7
2024-10-19,East,Phone,Online,91419,93,66548.62,24870.38,3404,21,10
2024-03-06,South,Camera,Retail,70015,55,53084.5,16930.5,8606,4,10
2024-02-13,West,Headphones,Online,94185,91,69717.74,24467.26,9139,22,8
2024-08-20,West,Headphones,Retail,90060,95,69827.79,20232.21,2041,6,8
2024-09-02,West,Laptop,Online,31388,28,20751.03,10636.97,9733,18,3
2024-11-10,West,Phone,Online,36648,36,23563.4,13084.6,1636,8,5
2024-02-29,East,Tablet,Retail,96235,95,59951.21,36283.79,9352,25,1
2024-11-26,West,Phone,Retail,15765,15,10509.83,5255.17,1501,15,9
2024-12-02,West,Tablet,Distributor,47067,87,27034.93,20032.07,2752,11,7
2024-06-12,East,Camera,Online,44384,73,32407.84,11976.16,9836,20,5
2024-05-02,West,Phone,Online,66834,47,39009.56,27824.44,6008,19,3
2024-04-30,South,Headphones,Online,93699,87,55737.79,37961.21,1509,30,6
2024-04-26,East,Headphones,Retail,1286,2,1019.97,266.03,8671,30,10
2024-02-08,East,Phone,Retail,84384,72,49257.6,35126.4,1903,21,5
2024-07-02,East,Tablet,Online,71949,87,41737.18,30211.82,1590,14,8
2024-12-28,West,Headphones,Retail,134100,90,87299.19,46800.81,9611,17,9
2024-03-25,South,Laptop,Online,51205,95,32600.15,18604.85,3291,21,10
2024-01-05,East,Laptop,Distributor,40240,40,29292.48,10947.52,2114,3,2
2024-05-31,West,Laptop,Distributor,49875,57,34942.42,14932.58,9805,22,0
2024-05-23,North,Laptop,Distributor,42600,40,26763.75,15836.25,8921,2,8
2024-08-02,East,Tablet,Online,35224,56,25744.42,9479.58,5925,26,7
2024-01-31,East,Camera,Distributor,52974,54,27792.77,25181.23,1256,3,8
2024-08-25,West,Laptop,Online,21120,32,12627.43,8492.57,1770,22,4
2024-12-03,East,Phone,Online,45000,60,24317.15,20682.85,7163,21,6
2024-09-28,West,Tablet,Distributor,48807,87,35454.81,13352.19,1934,8,3
2024-09-19,North,Headphones,Retail,88720,80,67738.18,20981.82,9195,29,9
2024-10-20,South,Tablet,Retail,49136,74,28748.93,20387.07,1365,9,8
2024-03-03,North,Phone,Online,12276,12,7706.89,4569.11,5725,7,2
2024-05-06,North,Tablet,Retail,79032,89,58853.33,20178.67,2587,16,1
2024-03-26,West,Tablet,Distributor,15609,11,11629.7,3979.3,1931,0,3
2024-05-18,South,Headphones,Retail,32396,26,24389.74,8006.26,6801,28,6
2024-12-15,West,Tablet,Online,74582,89,41989.33,32592.67,3262,10,1
2024-11-28,South,Phone,Online,13410,10,8058.97,5351.03,2789,20,1
2024-02-28,North,Phone,Online,25039,49,16191.22,8847.78,5060,23,6
2024-11-28,South,Laptop,Online,65424,47,35235.96,30188.04,2235,21,4
2024-05-15,South,Headphones,Retail,123312,84,70695.16,52616.84,6988,26,3
2024-10-13,East,Phone,Retail,93400,100,50060.13,43339.87,7706,3,10
2024-06-09,East,Tablet,Distributor,17537,19,12935.85,4601.15,2397,17,4
2024-06-17,East,Phone,Retail,126616,98,101169.73,25446.27,6189,17,2
2024-07-24,South,Camera,Retail,8368,8,4451.27,3916.73,6094,30,0
2024-04-03,South,Phone,Online,48060,45,29370.98,18689.02,4768,26,5
2024-09-18,North,Phone,Distributor,138225,95,95178.19,43046.81,3808,16,8
2024-01-16,East,Laptop,Retail,22386,41,17054.94,5331.06,9330,2,9
2024-12-17,West,Phone,Retail,44438,34,32749.91,11688.09,5828,29,2
2024-07-02,South,Tablet,Distributor,88560,90,57360.51,31199.49,8904,8,4
2024-05-20,West,Tablet,Distributor,17088,32,10113.29,6974.71,5625,25,0
2024-01-25,West,Laptop,Retail,76212,73,58083.98,18128.02,3223,12,4
2024-10-06,West,Phone,Distributor,83248,86,50718.54,32529.46,6980,25,3
2024-09-11,West,Camera,Online,61920,72,47738.07,14181.93,5755,20,6
2024-01-11,North,Phone,Online,4221,3,3182.35,1038.65,1399,14,2
2024-07-03,East,Tablet,Distributor,29042,26,18311.54,10730.46,2516,24,6
2024-01-31,South,Phone,Distributor,72768,96,46616.67,26151.33,8214,18,2
2024-07-22,South,Tablet,Distributor,17122,14,11010.77,6111.23,4297,3,10
2024-07-20,North,Phone,Online,26880,48,18674.22,8205.78,4786,23,10
2024-12-20,East,Phone,Distributor,91102,82,59449.03,31652.97,9702,8,4
2024-03-20,West,Camera,Distributor,30314,46,21392.7,8921.3,4977,13,1
2024-09-12,East,Camera,Retail,71424,93,42914.18,28509.82,6018,19,5
2024-12-30,East,Headphones,Distributor,90740,65,48527.06,42212.94,8350,23,3
2024-02-25,West,Tablet,Distributor,130002,94,90692.55,39309.45,3354,14,1
2024-09-27,South,Phone,Online,69168,88,53305.74,15862.26,3644,6,9
2024-04-16,West,Phone,Retail,30200,50,19282.73,10917.27,5433,22,0
2024-12-07,East,Laptop,Retail,135830,94,83784.24,52045.76,7006,3,1
2024-03-24,West,Phone,Distributor,16269,11,8733.7,7535.3,1260,11,0
2024-03-10,South,Camera,Distributor,51870,78,26524.16,25345.84,5783,21,10
2024-06-22,East,Phone,Distributor,135240,92,73090.4,62149.6,7881,15,7
2024-05-19,South,Phone,Distributor,22275,27,15809.98,6465.02,4555,29,3
2024-11-23,West,Phone,Distributor,22176,18,14018.33,8157.67,4538,19,6
2024-10-23,South,Laptop,Retail,8672,16,4367.01,4304.99,7215,0,7
2024-08-13,South,Laptop,Retail,35375,25,24352.49,11022.51,5118,30,8
2024-07-16,West,Tablet,Online,36416,64,22153.95,14262.05,6840,15,3
2024-02-27,North,Tablet,Online,1073,1,719.27,353.73,4187,2,8
2024-08-20,South,Laptop,Distributor,63510,73,32740.79,30769.21,4433,26,3
2024-08-27,West,Phone,Online,19142,17,12306.4,6835.6,4158,28,4
2024-02-13,East,Camera,Retail,9905,7,7860.72,2044.28,3619,21,7
2024-12-08,East,Camera,Distributor,47430,90,31192.13,16237.87,7749,17,0
2024-01-01,North,Headphones,Online,12144,23,8115.02,4028.98,8824,2,2
2024-03-03,East,Tablet,Online,35520,32,28373.01,7146.99,6297,18,6
2024-01-20,South,Phone,Online,13320,10,7970.1,5349.9,9455,23,7
2024-06-28,North,Headphones,Retail,75864,58,52066.72,23797.28,4239,5,3
2024-01-08,North,Headphones,Online,61542,78,48106.62,13435.38,8616,10,0
2024-03-27,East,Laptop,Online,2192,4,1387.78,804.22,9949,13,7
2024-11-28,East,Camera,Distributor,52416,63,31565.05,20850.95,9867,10,0
2024-10-27,East,Camera,Online,32877,39,16863.54,16013.46,8171,5,3
2024-07-19,West,Camera,Retail,78474,87,42248.9,36225.1,3916,16,6
2024-06-22,North,Camera,Online,47545,37,33611.44,13933.56,1644,9,3
2024-11-29,East,Tablet,Online,129976,88,91845.26,38130.74,7575,4,1
2024-09-06,West,Tablet,Distributor,36275,25,21357.57,14917.43,4296,27,9
2024-05-26,North,Headphones,Distributor,136479,97,83702.27,52776.73,5201,30,0
2024-08-14,West,Camera,Distributor,128535,95,97618.05,30916.95,6896,17,5
2024-08-16,East,Camera,Online,57036,97,29452.27,27583.73,8155,14,10
2024-03-18,West,Tablet,Online,62270,65,42807.15,19462.85,8373,17,9
2024-06-11,South,Headphones,Retail,4018,7,3174.64,843.36,5566,18,3
2024-02-26,West,Tablet,Retail,103182,87,70090.59,33091.41,3412,29,4
2024-05-06,West,Camera,Online,33250,35,16652.36,16597.64,1643,15,10
2024-10-28,South,Headphones,Retail,11889,9,7759.81,4129.19,8324,11,6
2024-10-23,South,Headphones,Distributor,48792,76,35474.49,13317.51,4613,21,2
2024-08-28,South,Tablet,Retail,10304,16,6277.83,4026.17,8926,5,1
2024-03-20,South,Laptop,Online,92229,71,55560.97,36668.03,9289,27,9
2024-06-27,North,Tablet,Online,23218,19,13732.99,9485.01,6577,24,6
2024-07-13,North,Laptop,Distributor,91210,70,65415.19,25794.81,1013,28,5
2024-09-08,South,Headphones,Distributor,42666,78,30264.49,12401.51,4367,0,3
2024-05-17,North,Phone,Distributor,43992,52,30630.34,13361.66,3048,18,8
2024-06-14,West,Camera,Retail,111469,79,78462.59,33006.41,8271,27,7
2024-01-15,West,Laptop,Retail,3150,6,2046.29,1103.71,7182,3,4
2024-05-02,South,Headphones,Online,9114,7,5316.5,3797.5,2299,23,10
2024-09-06,East,Tablet,Online,53650,50,33869.51,19780.49,7251,7,8
2024-12-25,West,Headphones,Online,15708,11,9540.04,6167.96,8831,22,7
2024-06-03,North,Tablet,Retail,64944,48,42244.64,22699.36,8030,3,8
2024-03-17,East,Camera,Distributor,52096,64,27096.2,24999.8,3790,15,8
2024-07-04,South,Laptop,Retail,17402,14,12532.99,4869.01,9243,16,7
2024-03-29,West,Phone,Distributor,40868,34,27446.38,13421.62,2346,20,2
2024-03-10,South,Phone,Distributor,101550,75,75177.61,26372.39,3608,3,5
2024-10-15,North,Laptop,Retail,120690,90,64795.7,55894.3,3271,21,0
2024-05-28,East,Camera,Retail,85900,100,53771.07,32128.93,8913,2,5
2024-12-07,East,Laptop,Distributor,69900,60,49539.46,20360.54,7399,0,4
2024-06-10,West,Camera,Distributor,32700,30,17179.13,15520.87,2617,12,10
2024-06-07,East,Headphones,Distributor,52156,52,40482.84,11673.16,8374,24,6
2024-07-09,West,Headphones,Retail,71812,52,41328.69,30483.31,7456,1,8
2024-06-29,South,Laptop,Distributor,107930,86,84023.25,23906.75,3288,18,6
2024-06-08,East,Tablet,Online,10020,10,6103.45,3916.55,5710,18,9
2024-10-02,West,Camera,Online,81396,76,52938.64,28457.36,3352,14,5
2024-06-02,East,Phone,Online,941,1,492.24,448.76,6927,22,0
2024-07-31,South,Camera,Distributor,78120,60,54983.32,23136.68,9621,13,10
2024-05-21,North,Laptop,Retail,39866,62,23584.21,16281.79,8074,6,9
2024-01-20,South,Phone,Online,24849,33,12839.05,12009.95,2457,17,3
2024-10-17,South,Phone,Online,6721,11,5219.09,1501.91,9328,8,10
2024-01-11,West,Tablet,Retail,67860,65,40513.44,27346.56,9569,15,5
2024-07-09,South,Tablet,Retail,21660,20,13381.73,8278.27,6629,2,4
2024-04-08,West,Camera,Retail,28182,33,17936.34,10245.66,9573,6,5
2024-02-07,West,Camera,Distributor,30290,26,19703.69,10586.31,2458,21,3
2024-06-17,East,Headphones,Retail,75360,80,59686.1,15673.9,5054,21,3
2024-10-04,East,Camera,Retail,65016,86,33840.02,31175.98,9747,29,2
2024-06-16,West,Laptop,Distributor,17824,16,12199.07,5624.93,2816,24,6
2024-03-07,East,Headphones,Distributor,45960,40,29467.63,16492.37,3754,18,3
2024-07-20,East,Phone,Retail,93840,68,57107.86,36732.14,2915,15,9
2024-08-22,South,Headphones,Retail,90812,73,68248.59,22563.41,1796,2,0
2024-03-08,West,Laptop,Distributor,54782,98,38561.19,16220.81,6125,27,10
2024-03-06,North,Phone,Distributor,82025,85,44921.29,37103.71,3107,3,5
2024-11-22,North,Camera,Online,63960,82,49230.72,14729.28,7270,5,4
2024-05-18,West,Phone,Online,2980,5,1839.27,1140.73,7963,13,3
2024-11-19,South,Camera,Online,74907,87,38273.05,36633.95,3550,9,3
2024-03-08,West,Phone,Retail,36859,31,24383.63,12475.37,5530,0,3
2024-01-28,West,Tablet,Retail,98098,77,64559.85,33538.15,5650,2,10
2024-05-20,South,Laptop,Online,38517,37,22696.44,15820.56,6677,1,7
2024-05-23,East,Laptop,Distributor,55209,77,39819.51,15389.49,5042,30,2
2024-09-20,North,Camera,Distributor,81906,73,60394.63,21511.37,1400,4,4
2024-05-18,North,Tablet,Online,6288,12,4855.53,1432.47,1197,14,7
2024-02-19,South,Phone,Distributor,52417,43,37050.32,15366.68,3117,24,7
2024-08-31,South,Headphones,Retail,39146,46,22594.15,16551.85,7518,2,7
2024-03-06,West,Tablet,Retail,24505,29,14608.59,9896.41,2748,9,7
2024-02-19,South,Headphones,Retail,33440,55,20126.72,13313.28,5047,18,3
2024-10-22,South,Camera,Retail,22379,23,15941.48,6437.52,3274,30,1
2024-06-26,North,Laptop,Online,44550,33,33688.82,10861.18,5088,18,0
2024-08-11,South,Headphones,Distributor,99940,95,79125.48,20814.52,6415,16,2
2024-05-27,West,Headphones,Online,34188,28,26166.46,8021.54,2144,26,2
2024-11-04,North,Phone,Retail,18075,15,12293.79,5781.21,3425,14,5
2024-11-02,South,Camera,Distributor,38634,47,24671.2,13962.8,2434,30,4
2024-04-02,North,Laptop,Retail,60117,87,47787.44,12329.56,1550,26,6
2024-11-30,East,Camera,Online,3018,6,2158.3,859.7,5119,6,6
2024-05-08,South,Headphones,Retail,28766,38,16197.55,12568.45,3627,23,9
2024-08-02,North,Tablet,Online,25326,21,18438.45,6887.55,1122,20,0
2024-08-25,South,Phone,Retail,62985,51,40944.52,22040.48,6228,5,7
2024-09-17,North,Camera,Retail,57890,70,40557.52,17332.48,2743,1,9
2024-04-21,South,Camera,Retail,15120,28,7624.7,7495.3,1710,28,0
2024-12-06,West,Phone,Distributor,15300,18,10011.46,5288.54,7948,20,7
2024-08-16,East,Tablet,Retail,51072,48,31866.7,19205.3,8855,5,8
2024-12-02,East,Headphones,Distributor,2988,4,1753.32,1234.68,7900,20,3
2024-04-22,South,Tablet,Retail,53544,46,39445.1,14098.9,7768,27,8
2024-05-25,North,Tablet,Retail,88320,96,63630.5,24689.5,6454,3,7
2024-06-09,West,Phone,Retail,55193,97,41134.67,14058.33,9432,11,1
2024-09-12,West,Camera,Distributor,43350,50,30825.78,12524.22,6913,29,9
2024-07-28,East,Headphones,Online,7824,6,6091.63,1732.37,4746,22,3
2024-08-17,East,Phone,Online,99499,73,61544.95,37954.05,5457,16,4
2024-11-22,South,Laptop,Online,48399,73,26871.29,21527.71,3095,10,1
